   UT, hrs       ALT, km       Ne, el/m^3  
    10.80          140.0     5.463e+10 
    10.80          145.0     6.057e+10 
    10.80          150.0     6.552e+10 
    10.80          155.0     7.064e+10 
    10.80          160.0     7.661e+10 
    10.80          165.0     8.091e+10 
    10.80          170.0     8.416e+10 
    10.80          175.0     8.829e+10 
    10.80          180.0     9.284e+10 
    10.80          185.0     9.600e+10 
    10.80          190.0     1.009e+11 
    10.80          195.0     1.066e+11 
    10.80          200.0     1.123e+11 
    10.80          205.0     1.165e+11 
    10.80          210.0     1.159e+11 
    10.80          215.0     1.156e+11 
    10.80          220.0     1.161e+11 
    10.80          225.0     1.170e+11 
    10.80          230.0     1.181e+11 
    10.80          235.0     1.232e+11 
    10.80          240.0     1.269e+11 
    10.80          245.0     1.288e+11 
    10.80          250.0     1.298e+11 
    10.80          255.0     1.304e+11 
    10.80          260.0     1.304e+11 
    10.80          265.0     1.299e+11 
    10.80          270.0     1.291e+11 
    10.80          275.0     1.282e+11 
    10.80          280.0     1.264e+11 
    10.80          285.0     1.239e+11 
    10.80          290.0     1.207e+11 
    10.80          295.0     1.169e+11 
    10.80          300.0     1.125e+11 
    10.80          305.0     1.081e+11 
    10.80          310.0     1.037e+11 
    10.80          315.0     9.969e+10 
    10.80          320.0     9.619e+10 
    10.80          325.0     9.312e+10 
    10.80          330.0     9.044e+10 
    10.80          335.0     8.800e+10 
    10.80          340.0     8.548e+10 
    10.80          345.0     8.272e+10 
    10.80          350.0     7.972e+10 
    10.80          355.0     7.652e+10 
    10.80          360.0     7.329e+10 
    10.80          365.0     6.997e+10 
    10.80          370.0     6.697e+10 
    10.80          375.0     6.433e+10 
    10.80          380.0     6.200e+10 
    10.80          385.0     5.985e+10 
    10.80          390.0     5.762e+10 
    10.80          395.0     5.495e+10 
    10.80          400.0     5.177e+10 
    10.80          405.0     4.872e+10 
    10.80          410.0     4.618e+10 
    10.80          415.0     4.447e+10 
    10.80          420.0     4.361e+10 
    10.80          425.0     4.367e+10 
    10.80          430.0     4.402e+10 
    10.80          435.0     4.436e+10 
    10.80          440.0     4.430e+10 
    10.80          445.0     4.352e+10 
    10.80          450.0     4.202e+10 
    10.80          455.0     3.983e+10 
    10.80          460.0     3.807e+10 
    10.80          465.0     3.718e+10 
    10.80          470.0     3.742e+10 
    10.80          475.0     3.847e+10 
    10.80          480.0     3.965e+10 
    10.80          485.0     3.994e+10 
    10.80          490.0     3.924e+10 
    10.80          495.0     3.805e+10 
    10.80          500.0     3.687e+10 
    10.80          505.0     3.630e+10 
    10.80          510.0     3.620e+10 
    10.80          515.0     3.586e+10 
    10.80          520.0     3.481e+10 
    10.80          525.0     3.285e+10 
    10.80          530.0     3.046e+10 
    10.80          535.0     2.817e+10 
    10.80          540.0     2.671e+10 
    10.80          545.0     2.612e+10 
    10.80          550.0     2.607e+10 
    10.80          555.0     2.606e+10 
    10.80          560.0     2.566e+10 
    10.80          565.0     2.507e+10 
    10.80          570.0     2.459e+10 
    10.80          575.0     2.458e+10 
    10.80          580.0     2.495e+10 
    10.80          585.0     2.526e+10 
    10.80          590.0     2.589e+10 
    10.80          595.0     2.647e+10 
    10.80          600.0     2.686e+10 
    10.90           90.0     3.672e+10 
    10.90           95.0     3.593e+10 
    10.90          100.0     3.958e+10 
    10.90          105.0     4.308e+10 
    10.90          110.0     4.527e+10 
    10.90          115.0     4.814e+10 
    10.90          120.0     5.059e+10 
    10.90          125.0     5.104e+10 
    10.90          130.0     5.142e+10 
    10.90          135.0     5.351e+10 
    10.90          140.0     5.759e+10 
    10.90          145.0     6.439e+10 
    10.90          150.0     6.987e+10 
    10.90          155.0     7.567e+10 
    10.90          160.0     8.205e+10 
    10.90          165.0     8.694e+10 
    10.90          170.0     9.013e+10 
    10.90          175.0     9.465e+10 
    10.90          180.0     9.938e+10 
    10.90          185.0     1.028e+11 
    10.90          190.0     1.078e+11 
    10.90          195.0     1.135e+11 
    10.90          200.0     1.193e+11 
    10.90          205.0     1.236e+11 
    10.90          210.0     1.229e+11 
    10.90          215.0     1.224e+11 
    10.90          220.0     1.228e+11 
    10.90          225.0     1.236e+11 
    10.90          230.0     1.246e+11 
    10.90          235.0     1.298e+11 
    10.90          240.0     1.336e+11 
    10.90          245.0     1.356e+11 
    10.90          250.0     1.366e+11 
    10.90          255.0     1.372e+11 
    10.90          260.0     1.372e+11 
    10.90          265.0     1.366e+11 
    10.90          270.0     1.358e+11 
    10.90          275.0     1.348e+11 
    10.90          280.0     1.329e+11 
    10.90          285.0     1.302e+11 
    10.90          290.0     1.268e+11 
    10.90          295.0     1.228e+11 
    10.90          300.0     1.181e+11 
    10.90          305.0     1.136e+11 
    10.90          310.0     1.091e+11 
    10.90          315.0     1.050e+11 
    10.90          320.0     1.015e+11 
    10.90          325.0     9.840e+10 
    10.90          330.0     9.571e+10 
    10.90          335.0     9.319e+10 
    10.90          340.0     9.054e+10 
    10.90          345.0     8.762e+10 
    10.90          350.0     8.441e+10 
    10.90          355.0     8.096e+10 
    10.90          360.0     7.749e+10 
    10.90          365.0     7.398e+10 
    10.90          370.0     7.080e+10 
    10.90          375.0     6.801e+10 
    10.90          380.0     6.559e+10 
    10.90          385.0     6.335e+10 
    10.90          390.0     6.099e+10 
    10.90          395.0     5.815e+10 
    10.90          400.0     5.480e+10 
    10.90          405.0     5.160e+10 
    10.90          410.0     4.899e+10 
    10.90          415.0     4.728e+10 
    10.90          420.0     4.647e+10 
    10.90          425.0     4.652e+10 
    10.90          430.0     4.674e+10 
    10.90          435.0     4.689e+10 
    10.90          440.0     4.662e+10 
    10.90          445.0     4.569e+10 
    10.90          450.0     4.417e+10 
    10.90          455.0     4.209e+10 
    10.90          460.0     4.046e+10 
    10.90          465.0     3.968e+10 
    10.90          470.0     3.998e+10 
    10.90          475.0     4.100e+10 
    10.90          480.0     4.211e+10 
    10.90          485.0     4.229e+10 
    10.90          490.0     4.150e+10 
    10.90          495.0     4.025e+10 
    10.90          500.0     3.904e+10 
    10.90          505.0     3.848e+10 
    10.90          510.0     3.840e+10 
    10.90          515.0     3.804e+10 
    10.90          520.0     3.689e+10 
    10.90          525.0     3.480e+10 
    10.90          530.0     3.230e+10 
    10.90          535.0     2.995e+10 
    10.90          540.0     2.852e+10 
    10.90          545.0     2.802e+10 
    10.90          550.0     2.802e+10 
    10.90          555.0     2.796e+10 
    10.90          560.0     2.746e+10 
    10.90          565.0     2.665e+10 
    10.90          570.0     2.583e+10 
    10.90          575.0     2.543e+10 
    10.90          580.0     2.545e+10 
    10.90          585.0     2.554e+10 
    10.90          590.0     2.592e+10 
    10.90          595.0     2.630e+10 
    10.90          600.0     2.664e+10 
    11.00           90.0     3.829e+10 
    11.00           95.0     3.827e+10 
    11.00          100.0     4.225e+10 
    11.00          105.0     4.582e+10 
    11.00          110.0     4.800e+10 
    11.00          115.0     5.120e+10 
    11.00          120.0     5.363e+10 
    11.00          125.0     5.393e+10 
    11.00          130.0     5.432e+10 
    11.00          135.0     5.664e+10 
    11.00          140.0     6.077e+10 
    11.00          145.0     6.840e+10 
    11.00          150.0     7.439e+10 
    11.00          155.0     8.086e+10 
    11.00          160.0     8.753e+10 
    11.00          165.0     9.301e+10 
    11.00          170.0     9.620e+10 
    11.00          175.0     1.012e+11 
    11.00          180.0     1.061e+11 
    11.00          185.0     1.097e+11 
    11.00          190.0     1.149e+11 
    11.00          195.0     1.205e+11 
    11.00          200.0     1.263e+11 
    11.00          205.0     1.306e+11 
    11.00          210.0     1.298e+11 
    11.00          215.0     1.293e+11 
    11.00          220.0     1.297e+11 
    11.00          225.0     1.304e+11 
    11.00          230.0     1.312e+11 
    11.00          235.0     1.367e+11 
    11.00          240.0     1.406e+11 
    11.00          245.0     1.426e+11 
    11.00          250.0     1.437e+11 
    11.00          255.0     1.443e+11 
    11.00          260.0     1.443e+11 
    11.00          265.0     1.436e+11 
    11.00          270.0     1.427e+11 
    11.00          275.0     1.415e+11 
    11.00          280.0     1.395e+11 
    11.00          285.0     1.366e+11 
    11.00          290.0     1.329e+11 
    11.00          295.0     1.286e+11 
    11.00          300.0     1.238e+11 
    11.00          305.0     1.190e+11 
    11.00          310.0     1.143e+11 
    11.00          315.0     1.102e+11 
    11.00          320.0     1.066e+11 
    11.00          325.0     1.034e+11 
    11.00          330.0     1.007e+11 
    11.00          335.0     9.812e+10 
    11.00          340.0     9.535e+10 
    11.00          345.0     9.225e+10 
    11.00          350.0     8.885e+10 
    11.00          355.0     8.515e+10 
    11.00          360.0     8.144e+10 
    11.00          365.0     7.773e+10 
    11.00          370.0     7.439e+10 
    11.00          375.0     7.144e+10 
    11.00          380.0     6.888e+10 
    11.00          385.0     6.655e+10 
    11.00          390.0     6.411e+10 
    11.00          395.0     6.117e+10 
    11.00          400.0     5.771e+10 
    11.00          405.0     5.443e+10 
    11.00          410.0     5.175e+10 
    11.00          415.0     5.001e+10 
    11.00          420.0     4.920e+10 
