   UT, hrs       ALT, km       Ne, el/m^3  
    16.90          210.0     2.306e+11 
    16.90          215.0     2.263e+11 
    16.90          220.0     2.222e+11 
    16.90          225.0     2.184e+11 
    16.90          230.0     2.141e+11 
    16.90          235.0     2.145e+11 
    16.90          240.0     2.135e+11 
    16.90          245.0     2.106e+11 
    16.90          250.0     2.064e+11 
    16.90          255.0     2.014e+11 
    16.90          260.0     1.954e+11 
    16.90          265.0     1.884e+11 
    16.90          270.0     1.812e+11 
    16.90          275.0     1.738e+11 
    16.90          280.0     1.660e+11 
    16.90          285.0     1.580e+11 
    16.90          290.0     1.499e+11 
    16.90          295.0     1.420e+11 
    16.90          300.0     1.347e+11 
    16.90          305.0     1.281e+11 
    16.90          310.0     1.222e+11 
    16.90          315.0     1.170e+11 
    16.90          320.0     1.124e+11 
    16.90          325.0     1.080e+11 
    16.90          330.0     1.037e+11 
    16.90          335.0     9.938e+10 
    16.90          340.0     9.489e+10 
    16.90          345.0     9.017e+10 
    16.90          350.0     8.554e+10 
    16.90          355.0     8.142e+10 
    16.90          360.0     7.805e+10 
    16.90          365.0     7.542e+10 
    16.90          370.0     7.375e+10 
    16.90          375.0     7.257e+10 
    16.90          380.0     7.150e+10 
    16.90          385.0     7.039e+10 
    16.90          390.0     6.905e+10 
    16.90          395.0     6.727e+10 
    16.90          400.0     6.517e+10 
    16.90          405.0     6.308e+10 
    16.90          410.0     6.134e+10 
    16.90          415.0     6.017e+10 
    16.90          420.0     5.952e+10 
    16.90          425.0     5.902e+10 
    16.90          430.0     5.821e+10 
    16.90          435.0     5.686e+10 
    16.90          440.0     5.488e+10 
    16.90          445.0     5.234e+10 
    16.90          450.0     4.964e+10 
    16.90          455.0     4.692e+10 
    16.90          460.0     4.458e+10 
    16.90          465.0     4.278e+10 
    16.90          470.0     4.148e+10 
    16.90          475.0     4.081e+10 
    16.90          480.0     4.091e+10 
    16.90          485.0     4.132e+10 
    16.90          490.0     4.196e+10 
    16.90          495.0     4.204e+10 
    16.90          500.0     4.108e+10 
    16.90          505.0     3.893e+10 
    16.90          510.0     3.581e+10 
    16.90          515.0     3.262e+10 
    16.90          520.0     3.028e+10 
    16.90          525.0     2.912e+10 
    16.90          530.0     2.874e+10 
    16.90          535.0     2.860e+10 
    16.90          540.0     2.775e+10 
    16.90          545.0     2.610e+10 
    16.90          550.0     2.415e+10 
    16.90          555.0     2.232e+10 
    16.90          560.0     2.098e+10 
    16.90          565.0     2.015e+10 
    16.90          570.0     1.982e+10 
    16.90          575.0     1.944e+10 
    16.90          580.0     1.902e+10 
    16.90          585.0     1.882e+10 
    16.90          590.0     1.858e+10 
    16.90          595.0     1.830e+10 
    16.90          600.0     1.803e+10 
    17.00           90.0     1.252e+11 
    17.00           95.0     1.268e+11 
    17.00          100.0     1.293e+11 
    17.00          105.0     1.335e+11 
    17.00          110.0     1.345e+11 
    17.00          115.0     1.383e+11 
    17.00          120.0     1.422e+11 
    17.00          125.0     1.489e+11 
    17.00          130.0     1.559e+11 
    17.00          135.0     1.692e+11 
    17.00          140.0     1.824e+11 
    17.00          145.0     1.916e+11 
    17.00          150.0     2.010e+11 
    17.00          155.0     2.143e+11 
    17.00          160.0     2.203e+11 
    17.00          165.0     2.242e+11 
    17.00          170.0     2.312e+11 
    17.00          175.0     2.357e+11 
    17.00          180.0     2.341e+11 
    17.00          185.0     2.360e+11 
    17.00          190.0     2.369e+11 
    17.00          195.0     2.382e+11 
    17.00          200.0     2.377e+11 
    17.00          205.0     2.370e+11 
    17.00          210.0     2.297e+11 
    17.00          215.0     2.254e+11 
    17.00          220.0     2.214e+11 
    17.00          225.0     2.175e+11 
    17.00          230.0     2.129e+11 
    17.00          235.0     2.132e+11 
    17.00          240.0     2.121e+11 
    17.00          245.0     2.091e+11 
    17.00          250.0     2.049e+11 
    17.00          255.0     1.998e+11 
    17.00          260.0     1.937e+11 
    17.00          265.0     1.868e+11 
    17.00          270.0     1.796e+11 
    17.00          275.0     1.723e+11 
    17.00          280.0     1.648e+11 
    17.00          285.0     1.570e+11 
    17.00          290.0     1.492e+11 
    17.00          295.0     1.415e+11 
    17.00          300.0     1.343e+11 
    17.00          305.0     1.277e+11 
    17.00          310.0     1.217e+11 
    17.00          315.0     1.164e+11 
    17.00          320.0     1.118e+11 
    17.00          325.0     1.074e+11 
    17.00          330.0     1.032e+11 
    17.00          335.0     9.907e+10 
    17.00          340.0     9.478e+10 
    17.00          345.0     9.032e+10 
    17.00          350.0     8.601e+10 
    17.00          355.0     8.210e+10 
    17.00          360.0     7.893e+10 
    17.00          365.0     7.646e+10 
    17.00          370.0     7.474e+10 
    17.00          375.0     7.341e+10 
    17.00          380.0     7.209e+10 
    17.00          385.0     7.067e+10 
    17.00          390.0     6.906e+10 
    17.00          395.0     6.714e+10 
    17.00          400.0     6.480e+10 
    17.00          405.0     6.259e+10 
    17.00          410.0     6.083e+10 
    17.00          415.0     5.968e+10 
    17.00          420.0     5.915e+10 
    17.00          425.0     5.875e+10 
    17.00          430.0     5.797e+10 
    17.00          435.0     5.653e+10 
    17.00          440.0     5.441e+10 
    17.00          445.0     5.166e+10 
    17.00          450.0     4.890e+10 
    17.00          455.0     4.637e+10 
    17.00          460.0     4.438e+10 
    17.00          465.0     4.294e+10 
    17.00          470.0     4.205e+10 
    17.00          475.0     4.178e+10 
    17.00          480.0     4.200e+10 
    17.00          485.0     4.246e+10 
    17.00          490.0     4.266e+10 
    17.00          495.0     4.203e+10 
    17.00          500.0     4.033e+10 
    17.00          505.0     3.754e+10 
    17.00          510.0     3.399e+10 
    17.00          515.0     3.097e+10 
    17.00          520.0     2.900e+10 
    17.00          525.0     2.833e+10 
    17.00          530.0     2.839e+10 
    17.00          535.0     2.845e+10 
    17.00          540.0     2.769e+10 
    17.00          545.0     2.594e+10 
    17.00          550.0     2.378e+10 
    17.00          555.0     2.172e+10 
    17.00          560.0     2.023e+10 
    17.00          565.0     1.933e+10 
    17.00          570.0     1.908e+10 
    17.00          575.0     1.879e+10 
    17.00          580.0     1.835e+10 
    17.00          585.0     1.816e+10 
    17.00          590.0     1.784e+10 
    17.00          595.0     1.749e+10 
    17.00          600.0     1.698e+10 
    17.10           90.0     1.266e+11 
    17.10           95.0     1.284e+11 
    17.10          100.0     1.300e+11 
    17.10          105.0     1.338e+11 
    17.10          110.0     1.346e+11 
    17.10          115.0     1.382e+11 
    17.10          120.0     1.425e+11 
    17.10          125.0     1.496e+11 
    17.10          130.0     1.569e+11 
    17.10          135.0     1.695e+11 
    17.10          140.0     1.823e+11 
    17.10          145.0     1.905e+11 
    17.10          150.0     1.997e+11 
    17.10          155.0     2.129e+11 
    17.10          160.0     2.196e+11 
    17.10          165.0     2.226e+11 
    17.10          170.0     2.291e+11 
    17.10          175.0     2.321e+11 
    17.10          180.0     2.291e+11 
    17.10          185.0     2.306e+11 
    17.10          190.0     2.323e+11 
    17.10          195.0     2.339e+11 
    17.10          200.0     2.348e+11 
    17.10          205.0     2.354e+11 
    17.10          210.0     2.285e+11 
    17.10          215.0     2.240e+11 
    17.10          220.0     2.202e+11 
    17.10          225.0     2.160e+11 
    17.10          230.0     2.108e+11 
    17.10          235.0     2.109e+11 
    17.10          240.0     2.098e+11 
    17.10          245.0     2.066e+11 
    17.10          250.0     2.024e+11 
    17.10          255.0     1.973e+11 
    17.10          260.0     1.915e+11 
    17.10          265.0     1.848e+11 
    17.10          270.0     1.780e+11 
    17.10          275.0     1.712e+11 
    17.10          280.0     1.641e+11 
    17.10          285.0     1.568e+11 
    17.10          290.0     1.492e+11 
    17.10          295.0     1.416e+11 
    17.10          300.0     1.342e+11 
    17.10          305.0     1.273e+11 
    17.10          310.0     1.210e+11 
    17.10          315.0     1.155e+11 
    17.10          320.0     1.109e+11 
    17.10          325.0     1.067e+11 
    17.10          330.0     1.029e+11 
    17.10          335.0     9.923e+10 
    17.10          340.0     9.534e+10 
    17.10          345.0     9.114e+10 
    17.10          350.0     8.700e+10 
    17.10          355.0     8.326e+10 
    17.10          360.0     8.014e+10 
    17.10          365.0     7.762e+10 
    17.10          370.0     7.573e+10 
    17.10          375.0     7.409e+10 
    17.10          380.0     7.247e+10 
    17.10          385.0     7.078e+10 
    17.10          390.0     6.879e+10 
    17.10          395.0     6.646e+10 
    17.10          400.0     6.375e+10 
    17.10          405.0     6.127e+10 
    17.10          410.0     5.938e+10 
    17.10          415.0     5.834e+10 
    17.10          420.0     5.805e+10 
    17.10          425.0     5.782e+10 
    17.10          430.0     5.703e+10 
    17.10          435.0     5.541e+10 
    17.10          440.0     5.323e+10 
    17.10          445.0     5.066e+10 
    17.10          450.0     4.844e+10 
    17.10          455.0     4.659e+10 
    17.10          460.0     4.544e+10 
    17.10          465.0     4.472e+10 
    17.10          470.0     4.436e+10 
    17.10          475.0     4.424e+10 
    17.10          480.0     4.403e+10 
    17.10          485.0     4.341e+10 
    17.10          490.0     4.235e+10 
    17.10          495.0     4.055e+10 
    17.10          500.0     3.807e+10 
    17.10          505.0     3.519e+10 
    17.10          510.0     3.210e+10 
    17.10          515.0     2.976e+10 
    17.10          520.0     2.847e+10 
    17.10          525.0     2.830e+10 
    17.10          530.0     2.857e+10 
    17.10          535.0     2.867e+10 
    17.10          540.0     2.763e+10 
    17.10          545.0     2.560e+10 
    17.10          550.0     2.324e+10 
    17.10          555.0     2.123e+10 
    17.10          560.0     2.003e+10 
    17.10          565.0     1.943e+10 
    17.10          570.0     1.924e+10 
    17.10          575.0     1.878e+10 
    17.10          580.0     1.814e+10 
    17.10          585.0     1.770e+10 
    17.10          590.0     1.720e+10 
    17.10          595.0     1.673e+10 
    17.10          600.0     1.639e+10 
    17.20           90.0     1.266e+11 
    17.20           95.0     1.284e+11 
    17.20          100.0     1.298e+11 
    17.20          105.0     1.331e+11 
    17.20          110.0     1.332e+11 
    17.20          115.0     1.368e+11 
    17.20          120.0     1.412e+11 
    17.20          125.0     1.477e+11 
    17.20          130.0     1.555e+11 
    17.20          135.0     1.692e+11 
    17.20          140.0     1.811e+11 
    17.20          145.0     1.890e+11 
    17.20          150.0     1.976e+11 
    17.20          155.0     2.090e+11 
    17.20          160.0     2.139e+11 
    17.20          165.0     2.161e+11 
    17.20          170.0     2.213e+11 
    17.20          175.0     2.239e+11 
    17.20          180.0     2.218e+11 
    17.20          185.0     2.241e+11 
    17.20          190.0     2.266e+11 
    17.20          195.0     2.290e+11 
    17.20          200.0     2.311e+11 
    17.20          205.0     2.322e+11 
    17.20          210.0     2.258e+11 
    17.20          215.0     2.221e+11 
    17.20          220.0     2.187e+11 
    17.20          225.0     2.148e+11 
    17.20          230.0     2.100e+11 
    17.20          235.0     2.103e+11 
    17.20          240.0     2.093e+11 
    17.20          245.0     2.062e+11 
    17.20          250.0     2.019e+11 
    17.20          255.0     1.967e+11 
    17.20          260.0     1.907e+11 
    17.20          265.0     1.841e+11 
    17.20          270.0     1.776e+11 
    17.20          275.0     1.713e+11 
    17.20          280.0     1.647e+11 
    17.20          285.0     1.578e+11 
    17.20          290.0     1.505e+11 
    17.20          295.0     1.429e+11 
    17.20          300.0     1.354e+11 
    17.20          305.0     1.284e+11 
    17.20          310.0     1.220e+11 
    17.20          315.0     1.163e+11 
    17.20          320.0     1.114e+11 
    17.20          325.0     1.068e+11 
    17.20          330.0     1.026e+11 
    17.20          335.0     9.859e+10 
    17.20          340.0     9.467e+10 
    17.20          345.0     9.068e+10 
    17.20          350.0     8.689e+10 
    17.20          355.0     8.350e+10 
    17.20          360.0     8.056e+10 
    17.20          365.0     7.807e+10 
    17.20          370.0     7.614e+10 
    17.20          375.0     7.453e+10 
    17.20          380.0     7.302e+10 
    17.20          385.0     7.141e+10 
    17.20          390.0     6.934e+10 
    17.20          395.0     6.669e+10 
    17.20          400.0     6.346e+10 
    17.20          405.0     6.047e+10 
    17.20          410.0     5.820e+10 
    17.20          415.0     5.702e+10 
    17.20          420.0     5.684e+10 
    17.20          425.0     5.702e+10 
    17.20          430.0     5.676e+10 
    17.20          435.0     5.576e+10 
    17.20          440.0     5.416e+10 
    17.20          445.0     5.218e+10 
    17.20          450.0     5.043e+10 
    17.20          455.0     4.891e+10 
    17.20          460.0     4.798e+10 
    17.20          465.0     4.751e+10 
    17.20          470.0     4.740e+10 
    17.20          475.0     4.745e+10 
    17.20          480.0     4.730e+10 
    17.20          485.0     4.663e+10 
    17.20          490.0     4.541e+10 
    17.20          495.0     4.337e+10 
    17.20          500.0     4.062e+10 
    17.20          505.0     3.751e+10 
    17.20          510.0     3.423e+10 
    17.20          515.0     3.170e+10 
    17.20          520.0     3.019e+10 
    17.20          525.0     2.978e+10 
    17.20          530.0     3.003e+10 
    17.20          535.0     3.040e+10 
    17.20          540.0     2.998e+10 
    17.20          545.0     2.876e+10 
    17.20          550.0     2.709e+10 
    17.20          555.0     2.543e+10 
    17.20          560.0     2.411e+10 
    17.20          565.0     2.319e+10 
    17.20          570.0     2.276e+10 
    17.20          575.0     2.249e+10 
    17.20          580.0     2.238e+10 
    17.20          585.0     2.235e+10 
    17.20          590.0     2.241e+10 
    17.20          595.0     2.248e+10 
    17.20          600.0     2.254e+10 
    17.30           90.0     1.266e+11 
    17.30           95.0     1.283e+11 
    17.30          100.0     1.296e+11 
    17.30          105.0     1.325e+11 
    17.30          110.0     1.321e+11 
    17.30          115.0     1.354e+11 
    17.30          120.0     1.400e+11 
    17.30          125.0     1.465e+11 
    17.30          130.0     1.541e+11 
    17.30          135.0     1.681e+11 
    17.30          140.0     1.794e+11 
    17.30          145.0     1.869e+11 
    17.30          150.0     1.952e+11 
    17.30          155.0     2.057e+11 
    17.30          160.0     2.103e+11 
    17.30          165.0     2.127e+11 
    17.30          170.0     2.177e+11 
    17.30          175.0     2.199e+11 
    17.30          180.0     2.186e+11 
    17.30          185.0     2.210e+11 
    17.30          190.0     2.237e+11 
    17.30          195.0     2.267e+11 
    17.30          200.0     2.291e+11 
    17.30          205.0     2.308e+11 
    17.30          210.0     2.245e+11 
    17.30          215.0     2.209e+11 
    17.30          220.0     2.172e+11 
    17.30          225.0     2.135e+11 
    17.30          230.0     2.083e+11 
    17.30          235.0     2.087e+11 
    17.30          240.0     2.077e+11 
    17.30          245.0     2.047e+11 
    17.30          250.0     2.003e+11 
    17.30          255.0     1.952e+11 
    17.30          260.0     1.893e+11 
    17.30          265.0     1.828e+11 
    17.30          270.0     1.765e+11 
    17.30          275.0     1.705e+11 
    17.30          280.0     1.642e+11 
    17.30          285.0     1.575e+11 
    17.30          290.0     1.504e+11 
    17.30          295.0     1.430e+11 
    17.30          300.0     1.357e+11 
    17.30          305.0     1.288e+11 
    17.30          310.0     1.225e+11 
    17.30          315.0     1.168e+11 
    17.30          320.0     1.119e+11 
    17.30          325.0     1.074e+11 
    17.30          330.0     1.033e+11 
    17.30          335.0     9.950e+10 
    17.30          340.0     9.578e+10 
    17.30          345.0     9.191e+10 
    17.30          350.0     8.810e+10 
    17.30          355.0     8.457e+10 
    17.30          360.0     8.149e+10 
    17.30          365.0     7.887e+10 
    17.30          370.0     7.689e+10 
    17.30          375.0     7.529e+10 
    17.30          380.0     7.376e+10 
    17.30          385.0     7.213e+10 
    17.30          390.0     7.001e+10 
    17.30          395.0     6.733e+10 
    17.30          400.0     6.412e+10 
    17.30          405.0     6.117e+10 
    17.30          410.0     5.895e+10 
    17.30          415.0     5.777e+10 
    17.30          420.0     5.748e+10 
    17.30          425.0     5.751e+10 
    17.30          430.0     5.709e+10 
    17.30          435.0     5.611e+10 
    17.30          440.0     5.468e+10 
    17.30          445.0     5.295e+10 
    17.30          450.0     5.155e+10 
    17.30          455.0     5.063e+10 
    17.30          460.0     5.013e+10 
    17.30          465.0     5.000e+10 
    17.30          470.0     5.003e+10 
    17.30          475.0     4.997e+10 
    17.30          480.0     4.947e+10 
    17.30          485.0     4.845e+10 
    17.30          490.0     4.700e+10 
    17.30          495.0     4.496e+10 
    17.30          500.0     4.238e+10 
    17.30          505.0     3.948e+10 
    17.30          510.0     3.645e+10 
    17.30          515.0     3.404e+10 
    17.30          520.0     3.263e+10 
    17.30          525.0     3.223e+10 
    17.30          530.0     3.240e+10 
    17.30          535.0     3.264e+10 
    17.30          540.0     3.211e+10 
    17.30          545.0     3.087e+10 
    17.30          550.0     2.927e+10 
    17.30          555.0     2.771e+10 
    17.30          560.0     2.646e+10 
    17.30          565.0     2.555e+10 
    17.30          570.0     2.506e+10 
    17.30          575.0     2.476e+10 
    17.30          580.0     2.482e+10 
    17.30          585.0     2.483e+10 
    17.30          590.0     2.501e+10 
    17.30          595.0     2.531e+10 
    17.30          600.0     2.589e+10 
    17.40           90.0     1.261e+11 
    17.40           95.0     1.279e+11 
    17.40          100.0     1.291e+11 
    17.40          105.0     1.318e+11 
    17.40          110.0     1.309e+11 
    17.40          115.0     1.341e+11 
    17.40          120.0     1.387e+11 
    17.40          125.0     1.450e+11 
    17.40          130.0     1.527e+11 
    17.40          135.0     1.666e+11 
    17.40          140.0     1.773e+11 
    17.40          145.0     1.844e+11 
    17.40          150.0     1.928e+11 
    17.40          155.0     2.021e+11 
    17.40          160.0     2.068e+11 
    17.40          165.0     2.094e+11 
    17.40          170.0     2.140e+11 
    17.40          175.0     2.160e+11 
    17.40          180.0     2.154e+11 
    17.40          185.0     2.181e+11 
    17.40          190.0     2.210e+11 
    17.40          195.0     2.246e+11 
    17.40          200.0     2.272e+11 
    17.40          205.0     2.295e+11 
    17.40          210.0     2.232e+11 
    17.40          215.0     2.198e+11 
    17.40          220.0     2.158e+11 
    17.40          225.0     2.121e+11 
    17.40          230.0     2.067e+11 
    17.40          235.0     2.071e+11 
    17.40          240.0     2.062e+11 
    17.40          245.0     2.031e+11 
    17.40          250.0     1.989e+11 
    17.40          255.0     1.939e+11 
    17.40          260.0     1.881e+11 
    17.40          265.0     1.819e+11 
    17.40          270.0     1.758e+11 
    17.40          275.0     1.700e+11 
    17.40          280.0     1.639e+11 
    17.40          285.0     1.574e+11 
    17.40          290.0     1.505e+11 
    17.40          295.0     1.433e+11 
    17.40          300.0     1.361e+11 
    17.40          305.0     1.293e+11 
    17.40          310.0     1.230e+11 
    17.40          315.0     1.173e+11 
    17.40          320.0     1.125e+11 
    17.40          325.0     1.081e+11 
    17.40          330.0     1.042e+11 
    17.40          335.0     1.006e+11 
    17.40          340.0     9.699e+10 
    17.40          345.0     9.305e+10 
    17.40          350.0     8.910e+10 
    17.40          355.0     8.543e+10 
    17.40          360.0     8.225e+10 
    17.40          365.0     7.962e+10 
    17.40          370.0     7.765e+10 
    17.40          375.0     7.602e+10 
    17.40          380.0     7.446e+10 
    17.40          385.0     7.279e+10 
    17.40          390.0     7.066e+10 
    17.40          395.0     6.801e+10 
    17.40          400.0     6.484e+10 
    17.40          405.0     6.195e+10 
    17.40          410.0     5.969e+10 
    17.40          415.0     5.838e+10 
    17.40          420.0     5.793e+10 
    17.40          425.0     5.786e+10 
    17.40          430.0     5.753e+10 
    17.40          435.0     5.675e+10 
    17.40          440.0     5.558e+10 
    17.40          445.0     5.430e+10 
    17.40          450.0     5.345e+10 
    17.40          455.0     5.288e+10 
    17.40          460.0     5.269e+10 
    17.40          465.0     5.260e+10 
    17.40          470.0     5.243e+10 
    17.40          475.0     5.200e+10 
    17.40          480.0     5.120e+10 
    17.40          485.0     5.001e+10 
    17.40          490.0     4.866e+10 
    17.40          495.0     4.679e+10 
    17.40          500.0     4.445e+10 
    17.40          505.0     4.175e+10 
    17.40          510.0     3.882e+10 
    17.40          515.0     3.648e+10 
    17.40          520.0     3.504e+10 
    17.40          525.0     3.453e+10 
    17.40          530.0     3.457e+10 
    17.40          535.0     3.473e+10 
    17.40          540.0     3.421e+10 
    17.40          545.0     3.308e+10 
    17.40          550.0     3.158e+10 
    17.40          555.0     3.007e+10 
    17.40          560.0     2.880e+10 
    17.40          565.0     2.782e+10 
    17.40          570.0     2.737e+10 
    17.40          575.0     2.730e+10 
    17.40          580.0     2.764e+10 
    17.40          585.0     2.782e+10 
    17.40          590.0     2.829e+10 
    17.40          595.0     2.888e+10 
    17.40          600.0     2.946e+10 
    17.50           90.0     1.254e+11 
    17.50           95.0     1.269e+11 
    17.50          100.0     1.281e+11 
    17.50          105.0     1.301e+11 
    17.50          110.0     1.292e+11 
    17.50          115.0     1.323e+11 
    17.50          120.0     1.369e+11 
    17.50          125.0     1.425e+11 
    17.50          130.0     1.504e+11 
    17.50          135.0     1.639e+11 
    17.50          140.0     1.738e+11 
    17.50          145.0     1.806e+11 
    17.50          150.0     1.893e+11 
    17.50          155.0     1.978e+11 
    17.50          160.0     2.023e+11 
    17.50          165.0     2.051e+11 
    17.50          170.0     2.093e+11 
    17.50          175.0     2.109e+11 
    17.50          180.0     2.104e+11 
    17.50          185.0     2.131e+11 
    17.50          190.0     2.162e+11 
    17.50          195.0     2.206e+11 
    17.50          200.0     2.244e+11 
    17.50          205.0     2.277e+11 
    17.50          210.0     2.218e+11 
    17.50          215.0     2.184e+11 
    17.50          220.0     2.141e+11 
    17.50          225.0     2.096e+11 
    17.50          230.0     2.040e+11 
    17.50          235.0     2.043e+11 
    17.50          240.0     2.034e+11 
    17.50          245.0     2.004e+11 
    17.50          250.0     1.962e+11 
    17.50          255.0     1.913e+11 
    17.50          260.0     1.857e+11 
    17.50          265.0     1.797e+11 
    17.50          270.0     1.738e+11 
    17.50          275.0     1.683e+11 
    17.50          280.0     1.624e+11 
    17.50          285.0     1.562e+11 
    17.50          290.0     1.496e+11 
    17.50          295.0     1.429e+11 
    17.50          300.0     1.361e+11 
    17.50          305.0     1.296e+11 
    17.50          310.0     1.236e+11 
    17.50          315.0     1.183e+11 
    17.50          320.0     1.136e+11 
    17.50          325.0     1.094e+11 
    17.50          330.0     1.057e+11 
    17.50          335.0     1.022e+11 
    17.50          340.0     9.846e+10 
    17.50          345.0     9.443e+10 
    17.50          350.0     9.041e+10 
    17.50          355.0     8.667e+10 
    17.50          360.0     8.349e+10 
    17.50          365.0     8.093e+10 
    17.50          370.0     7.901e+10 
    17.50          375.0     7.741e+10 
    17.50          380.0     7.586e+10 
    17.50          385.0     7.415e+10 
    17.50          390.0     7.195e+10 
    17.50          395.0     6.924e+10 
    17.50          400.0     6.627e+10 
    17.50          405.0     6.359e+10 
    17.50          410.0     6.156e+10 
    17.50          415.0     6.036e+10 
    17.50          420.0     5.977e+10 
    17.50          425.0     5.945e+10 
    17.50          430.0     5.888e+10 
    17.50          435.0     5.798e+10 
    17.50          440.0     5.698e+10 
    17.50          445.0     5.618e+10 
    17.50          450.0     5.570e+10 
    17.50          455.0     5.560e+10 
    17.50          460.0     5.556e+10 
    17.50          465.0     5.544e+10 
    17.50          470.0     5.517e+10 
    17.50          475.0     5.469e+10 
    17.50          480.0     5.380e+10 
    17.50          485.0     5.274e+10 
    17.50          490.0     5.140e+10 
    17.50          495.0     4.956e+10 
    17.50          500.0     4.720e+10 
    17.50          505.0     4.445e+10 
    17.50          510.0     4.150e+10 
    17.50          515.0     3.919e+10 
    17.50          520.0     3.775e+10 
    17.50          525.0     3.726e+10 
    17.50          530.0     3.733e+10 
    17.50          535.0     3.752e+10 
    17.50          540.0     3.708e+10 
    17.50          545.0     3.601e+10 
    17.50          550.0     3.452e+10 
    17.50          555.0     3.297e+10 
    17.50          560.0     3.170e+10 
    17.50          565.0     3.087e+10 
    17.50          570.0     3.069e+10 
    17.50          575.0     3.092e+10 
    17.50          580.0     3.165e+10 
    17.50          585.0     3.207e+10 
    17.50          590.0     3.269e+10 
    17.50          595.0     3.335e+10 
    17.50          600.0     3.415e+10 
    17.60           90.0     1.218e+11 
    17.60           95.0     1.235e+11 
    17.60          100.0     1.250e+11 
    17.60          105.0     1.265e+11 
    17.60          110.0     1.257e+11 
    17.60          115.0     1.290e+11 
    17.60          120.0     1.331e+11 
    17.60          125.0     1.381e+11 
    17.60          130.0     1.462e+11 
    17.60          135.0     1.591e+11 
    17.60          140.0     1.684e+11 
    17.60          145.0     1.750e+11 
    17.60          150.0     1.841e+11 
    17.60          155.0     1.918e+11 
    17.60          160.0     1.960e+11 
    17.60          165.0     1.983e+11 
    17.60          170.0     2.020e+11 
    17.60          175.0     2.025e+11 
    17.60          180.0     2.021e+11 
    17.60          185.0     2.045e+11 
    17.60          190.0     2.085e+11 
    17.60          195.0     2.143e+11 
    17.60          200.0     2.200e+11 
    17.60          205.0     2.244e+11 
    17.60          210.0     2.193e+11 
    17.60          215.0     2.157e+11 
    17.60          220.0     2.108e+11 
    17.60          225.0     2.051e+11 
    17.60          230.0     1.989e+11 
    17.60          235.0     1.992e+11 
    17.60          240.0     1.982e+11 
    17.60          245.0     1.952e+11 
    17.60          250.0     1.911e+11 
    17.60          255.0     1.864e+11 
    17.60          260.0     1.811e+11 
    17.60          265.0     1.753e+11 
    17.60          270.0     1.699e+11 
    17.60          275.0     1.646e+11 
    17.60          280.0     1.593e+11 
    17.60          285.0     1.538e+11 
    17.60          290.0     1.480e+11 
    17.60          295.0     1.420e+11 
    17.60          300.0     1.360e+11 
    17.60          305.0     1.301e+11 
    17.60          310.0     1.244e+11 
    17.60          315.0     1.193e+11 
    17.60          320.0     1.147e+11 
    17.60          325.0     1.105e+11 
    17.60          330.0     1.069e+11 
    17.60          335.0     1.035e+11 
    17.60          340.0     9.992e+10 
    17.60          345.0     9.603e+10 
    17.60          350.0     9.217e+10 
    17.60          355.0     8.853e+10 
    17.60          360.0     8.551e+10 
    17.60          365.0     8.309e+10 
    17.60          370.0     8.124e+10 
    17.60          375.0     7.961e+10 
    17.60          380.0     7.793e+10 
    17.60          385.0     7.606e+10 
    17.60          390.0     7.397e+10 
    17.60          395.0     7.169e+10 
    17.60          400.0     6.926e+10 
    17.60          405.0     6.693e+10 
    17.60          410.0     6.491e+10 
    17.60          415.0     6.325e+10 
    17.60          420.0     6.173e+10 
    17.60          425.0     6.059e+10 
    17.60          430.0     5.955e+10 
    17.60          435.0     5.858e+10 
    17.60          440.0     5.800e+10 
    17.60          445.0     5.792e+10 
    17.60          450.0     5.809e+10 
    17.60          455.0     5.854e+10 
    17.60          460.0     5.899e+10 
    17.60          465.0     5.911e+10 
    17.60          470.0     5.899e+10 
    17.60          475.0     5.853e+10 
    17.60          480.0     5.752e+10 
    17.60          485.0     5.621e+10 
    17.60          490.0     5.451e+10 
    17.60          495.0     5.228e+10 
    17.60          500.0     4.963e+10 
    17.60          505.0     4.676e+10 
    17.60          510.0     4.392e+10 
    17.60          515.0     4.183e+10 
    17.60          520.0     4.064e+10 
    17.60          525.0     4.034e+10 
    17.60          530.0     4.055e+10 
    17.60          535.0     4.075e+10 
    17.60          540.0     4.029e+10 
    17.60          545.0     3.921e+10 
    17.60          550.0     3.781e+10 
    17.60          555.0     3.648e+10 
    17.60          560.0     3.550e+10 
    17.60          565.0     3.505e+10 
    17.60          570.0     3.530e+10 
    17.60          575.0     3.594e+10 
    17.60          580.0     3.701e+10 
    17.60          585.0     3.762e+10 
    17.60          590.0     3.845e+10 
    17.60          595.0     3.929e+10 
    17.60          600.0     4.022e+10 
    17.70           90.0     1.172e+11 
    17.70           95.0     1.183e+11 
    17.70          100.0     1.208e+11 
    17.70          105.0     1.218e+11 
    17.70          110.0     1.214e+11 
    17.70          115.0     1.249e+11 
    17.70          120.0     1.294e+11 
    17.70          125.0     1.341e+11 
    17.70          130.0     1.421e+11 
    17.70          135.0     1.540e+11 
    17.70          140.0     1.632e+11 
    17.70          145.0     1.697e+11 
    17.70          150.0     1.784e+11 
    17.70          155.0     1.858e+11 
    17.70          160.0     1.894e+11 
    17.70          165.0     1.902e+11 
    17.70          170.0     1.926e+11 
    17.70          175.0     1.927e+11 
    17.70          180.0     1.927e+11 
    17.70          185.0     1.961e+11 
    17.70          190.0     2.025e+11 
    17.70          195.0     2.096e+11 
